SNID: 2017cbv
SURVEY: NULL
FILTERS: UBVgri
RA: 218.143417
DECL: -44.134094
REDSHIFT_FINAL: 0.004 +- 0.0010
PEAKMJD: 57840

VARLIST:  MJD  FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS: 57842.842 U 2661950.6512 26969.2187 11.4370 0.0110
OBS: 57842.844 B 2008167.8042 5548.7727 11.7430 0.0030
OBS: 57842.845 B 2004472.0274 5538.5609 11.7450 0.0030
OBS: 57842.846 V 2141903.9907 7891.0659 11.6730 0.0040
OBS: 57842.847 V 2141903.9907 7891.0659 11.6730 0.0040
OBS: 57842.848 g 2324877.1015 10706.4547 11.5840 0.0050
OBS: 57842.849 g 2320598.4616 8549.4007 11.5860 0.0040
OBS: 57842.850 r 2097007.5785 7725.6614 11.6960 0.0040
OBS: 57842.851 r 2120313.1167 9764.4028 11.6840 0.0050
OBS: 57842.852 i 1243941.6236 4582.8503 12.2630 0.0040
OBS: 57842.853 i 1241652.3076 5718.0202 12.2650 0.0050
OBS: 57844.058 U 2447935.6662 20291.6886 11.5280 0.0090
OBS: 57844.060 U 2459234.8238 20385.3508 11.5230 0.0090
OBS: 57844.062 B 1971514.6110 5447.4962 11.7630 0.0030
OBS: 57844.063 B 1973331.2795 5452.5158 11.7620 0.0030
OBS: 57844.064 V 2118361.1352 7804.3308 11.6850 0.0040
OBS: 57844.065 V 2120313.1167 9764.4028 11.6840 0.0050
OBS: 57844.066 g 2299323.0870 10588.7741 11.5960 0.0050
OBS: 57844.067 g 2295091.4760 8455.4295 11.5980 0.0040
OBS: 57844.068 r 2120313.1167 11717.2833 11.6840 0.0060
OBS: 57844.069 r 2128139.0460 9800.4425 11.6800 0.0050
OBS: 57844.070 i 1210040.7609 6686.9324 12.2930 0.0060
OBS: 57844.071 i 1203372.2712 7758.4277 12.2990 0.0070
OBS: 57844.384 U 1949844.5998 52080.3241 11.7750 0.0290
OBS: 57844.385 B 1839924.4898 47449.7263 11.8380 0.0280
OBS: 57845.017 U 2292978.5918 19007.2020 11.5990 0.0090
OBS: 57845.019 U 2288758.6571 18972.2216 11.6010 0.0090
OBS: 57845.022 B 1900203.0026 7000.6066 11.8030 0.0040
OBS: 57845.023 B 1905460.7180 8774.9709 11.8000 0.0050
OBS: 57845.024 V 2093148.3034 9639.3042 11.6980 0.0050
OBS: 57845.025 V 2085451.0477 9603.8570 11.7020 0.0050
OBS: 57845.026 g 2234601.0577 8232.5745 11.6270 0.0040
OBS: 57845.027 g 2230488.5594 8217.4235 11.6290 0.0040
OBS: 57845.028 r 2077782.0975 9568.5402 11.7060 0.0050
OBS: 57845.029 r 2079696.6871 9577.3572 11.7050 0.0050
OBS: 57845.030 i 1175980.1741 6498.7066 12.3240 0.0060
OBS: 57845.031 i 1179234.0207 5430.5734 12.3210 0.0050
OBS: 57846.040 U 2089296.1309 17318.8157 11.7000 0.0090
OBS: 57846.042 U 2091221.3302 19260.8602 11.6990 0.0100
OBS: 57846.044 B 1809672.5548 6667.0801 11.8560 0.0040
OBS: 57846.045 B 1813009.1670 6679.3726 11.8540 0.0040
OBS: 57846.047 V 2034229.7432 7494.3793 11.7290 0.0040
OBS: 57846.047 V 2024883.3065 7459.9458 11.7340 0.0040
OBS: 57846.048 g 2134027.4428 9827.5596 11.6770 0.0050
OBS: 57846.049 g 2130100.0374 7847.5785 11.6790 0.0040
OBS: 57846.051 r 2028616.7170 7473.7002 11.7320 0.0040
OBS: 57846.051 r 2032357.0109 9359.3499 11.7300 0.0050
OBS: 57846.052 i 1126159.7469 6223.3887 12.3710 0.0060
OBS: 57846.053 i 1127197.4562 4152.7489 12.3700 0.0040
OBS: 57847.043 U 1949844.5998 16162.8592 11.7750 0.0090
OBS: 57847.045 U 1946256.1594 16133.1135 11.7770 0.0090
OBS: 57847.048 B 1723455.2051 9524.1654 11.9090 0.0060
OBS: 57847.049 B 1729816.3592 7966.0987 11.9050 0.0050
OBS: 57847.050 V 1991590.2891 7337.2898 11.7520 0.0040
OBS: 57847.051 V 1997100.8660 7357.5915 11.7490 0.0040
OBS: 57847.052 g 2083531.1606 9595.0156 11.7030 0.0050
OBS: 57847.053 g 2079696.6871 9577.3572 11.7050 0.0050
OBS: 57847.054 r 1967886.2897 9062.4513 11.7650 0.0050
OBS: 57847.055 r 1966074.6339 9054.1083 11.7660 0.0050
OBS: 57847.056 i 1080438.3724 6965.8436 12.4160 0.0070
OBS: 57847.057 i 1082430.4476 6978.6870 12.4140 0.0070
OBS: 57848.627 U 1303767.0471 34823.6010 12.2120 0.0290
OBS: 57848.629 B 1466898.2822 37829.7709 12.0840 0.0280
OBS: 57848.632 V 2043619.3211 54585.0457 11.7240 0.0290
OBS: 57849.071 U 1608421.9824 16295.5253 11.9840 0.0110
OBS: 57849.073 U 1589278.4699 17565.3548 11.9970 0.0120
OBS: 57849.140 U 1519147.6984 16790.2409 12.0460 0.0120
OBS: 57849.142 U 1513561.2484 16728.4971 12.0500 0.0120
OBS: 57849.144 B 1332907.4642 13504.1846 12.1880 0.0110
OBS: 57849.145 B 1329229.5883 13466.9226 12.1910 0.0110
OBS: 57849.146 V 1656532.6493 21360.1214 11.9520 0.0140
OBS: 57849.147 V 1681124.9745 18580.4799 11.9360 0.0120
OBS: 57849.148 g 1736200.9919 19189.2025 11.9010 0.0120
OBS: 57849.149 g 1733005.7353 19153.8872 11.9030 0.0120
OBS: 57849.150 r 1664178.8566 13794.8883 11.9470 0.0090
OBS: 57849.151 r 1664178.8566 15327.6537 11.9470 0.0100
OBS: 57849.152 i 903649.4737 8322.9192 12.6100 0.0100
OBS: 57849.153 i 912010.8394 8399.9303 12.6000 0.0100
OBS: 57850.091 U 1411237.1484 14297.7719 12.1260 0.0110
OBS: 57850.093 U 1430869.4127 15814.5532 12.1110 0.0120
OBS: 57850.095 B 1335365.0333 8609.4165 12.1860 0.0070
OBS: 57850.096 B 1334135.6829 8601.4906 12.1870 0.0070
OBS: 57850.098 V 1731410.3129 12757.5026 11.9040 0.0080
OBS: 57850.098 V 1739402.1398 11214.3400 11.8990 0.0070
OBS: 57850.099 g 1690440.9316 14012.5827 11.9300 0.0090
OBS: 57850.100 g 1691998.6025 10908.7181 11.9290 0.0070
OBS: 57850.101 r 1602507.2389 11807.7097 11.9880 0.0080
OBS: 57850.102 r 1605461.8868 10350.7953 11.9860 0.0070
OBS: 57850.103 i 869360.6925 8007.1079 12.6520 0.0100
OBS: 57850.104 i 869360.6925 6405.6863 12.6520 0.0080
OBS: 57850.563 U 1072506.6656 28646.6392 12.4240 0.0290
OBS: 57850.564 B 1256608.5201 33563.9973 12.2520 0.0290
OBS: 57850.568 V 1903706.5317 50847.9769 11.8010 0.0290
OBS: 57851.081 U 1281150.0563 15339.7765 12.2310 0.0130
OBS: 57851.083 U 1278792.2629 15311.5456 12.2330 0.0130
OBS: 57851.086 B 1210040.7609 4457.9549 12.2930 0.0040
OBS: 57851.086 B 1208926.7852 4453.8509 12.2940 0.0040
OBS: 57851.088 V 1612872.3622 7427.5517 11.9810 0.0050
OBS: 57851.088 V 1612872.3622 7427.5517 11.9810 0.0050
OBS: 57851.089 g 1541700.4529 8519.7516 12.0300 0.0060
OBS: 57851.090 g 1534616.9828 7067.1724 12.0350 0.0050
OBS: 57851.092 r 1472312.5024 6780.2496 12.0800 0.0050
OBS: 57851.092 r 1472312.5024 6780.2496 12.0800 0.0050
OBS: 57851.093 i 791407.2054 5831.3038 12.7540 0.0080
OBS: 57851.094 i 780548.6915 3594.5596 12.7690 0.0050
OBS: 57852.104 U 1245087.8639 18348.2928 12.2620 0.0160
OBS: 57852.106 U 1208926.7852 18928.8662 12.2940 0.0170
OBS: 57852.108 B 1119953.5224 5157.5766 12.3770 0.0050
OBS: 57852.109 B 1102554.3321 5077.4503 12.3940 0.0050
OBS: 57852.110 V 1590742.9238 7325.6419 11.9960 0.0050
OBS: 57852.111 V 1596614.2460 7352.6803 11.9920 0.0050
OBS: 57852.112 g 1506607.0662 6938.1819 12.0550 0.0050
OBS: 57852.113 g 1488675.3595 5484.4827 12.0680 0.0040
OBS: 57852.114 r 1438798.5783 5300.7299 12.1050 0.0040
OBS: 57852.115 r 1448104.8231 6668.7692 12.0980 0.0050
OBS: 57852.116 i 768422.3711 4246.4590 12.7860 0.0060
OBS: 57852.117 i 771969.2476 3555.0498 12.7810 0.0050
OBS: 57852.485 U 879022.5168 24288.2897 12.6400 0.0300
OBS: 57852.487 B 1115835.0523 29803.9398 12.3810 0.0290
OBS: 57852.490 V 1750652.7084 46759.9112 11.8920 0.0290
OBS: 57853.116 U 1051961.8738 9688.9269 12.4450 0.0100
OBS: 57853.118 U 1057791.3225 10716.8799 12.4390 0.0110
OBS: 57853.121 B 1060718.1496 3907.8301 12.4360 0.0040
OBS: 57853.122 B 1063653.0751 2938.9821 12.4330 0.0030
OBS: 57853.123 V 1514955.9320 5581.3039 12.0490 0.0040
OBS: 57853.124 V 1517749.1559 5591.5945 12.0470 0.0040
OBS: 57853.125 g 1445439.7707 5325.1969 12.1000 0.0040
OBS: 57853.126 g 1448104.8231 5335.0153 12.0980 0.0040
OBS: 57853.127 r 1348962.8826 4969.7629 12.1750 0.0040
OBS: 57853.128 r 1347721.0139 4965.1877 12.1760 0.0040
OBS: 57853.129 i 733837.6673 4055.3368 12.8360 0.0060
OBS: 57853.129 i 729121.6600 4029.2752 12.8430 0.0060
OBS: 57854.025 U 723769.0371 19998.4775 12.8510 0.0300
OBS: 57854.026 B 971851.7029 25958.1464 12.5310 0.0290
OBS: 57854.030 V 1595144.3869 42606.2860 11.9930 0.0290
OBS: 57854.115 U 944495.7325 11308.8653 12.5620 0.0130
OBS: 57854.117 U 930679.1832 11143.4337 12.5780 0.0130
OBS: 57854.119 B 960284.6792 3537.8195 12.5440 0.0040
OBS: 57854.120 B 962055.2192 3544.3424 12.5420 0.0040
OBS: 57854.121 V 1429552.1400 5266.6647 12.1120 0.0040
OBS: 57854.122 V 1429552.1400 6583.3309 12.1120 0.0050
OBS: 57854.123 g 1331680.3763 4906.0918 12.1890 0.0040
OBS: 57854.124 g 1336595.5165 4924.1999 12.1850 0.0040
OBS: 57854.125 r 1283512.1968 5910.7921 12.2290 0.0050
OBS: 57854.126 r 1285878.6926 5921.6902 12.2270 0.0050
OBS: 57854.127 i 708598.1269 3263.2150 12.8740 0.0050
OBS: 57854.128 i 704044.3215 3242.2439 12.8810 0.0050
OBS: 57855.148 U 830233.0159 11470.0930 12.7020 0.0150
OBS: 57855.150 U 846447.4481 11694.1037 12.6810 0.0150
OBS: 57855.153 B 834833.7537 3844.5515 12.6960 0.0050
OBS: 57855.153 B 830233.0159 3058.6915 12.7020 0.0040
OBS: 57855.155 V 1344002.2631 7427.2310 12.1790 0.0060
OBS: 57855.155 V 1348962.8826 6212.2036 12.1750 0.0050
OBS: 57855.156 g 1210040.7609 6686.9324 12.2930 0.0060
OBS: 57855.157 g 1205591.0077 5551.9518 12.2970 0.0050
OBS: 57855.159 r 1226874.1046 5649.9640 12.2780 0.0050
OBS: 57855.159 r 1226874.1046 6779.9569 12.2780 0.0060
OBS: 57855.160 i 692468.4643 4464.5092 12.8990 0.0070
OBS: 57855.161 i 693745.2139 4472.7407 12.8970 0.0070
OBS: 57856.205 U 696305.7796 10261.1412 12.8930 0.0160
OBS: 57856.207 U 714496.3261 9871.1315 12.8650 0.0150
OBS: 57856.210 B 748169.5005 3445.4479 12.8150 0.0050
OBS: 57856.211 B 742677.0437 3420.1542 12.8230 0.0050
OBS: 57856.212 V 1271744.8863 5856.6016 12.2390 0.0050
OBS: 57856.213 V 1268235.7756 5840.4416 12.2420 0.0050
OBS: 57856.214 g 1107643.4917 4080.7094 12.3890 0.0040
OBS: 57856.215 g 1111731.7273 4095.7710 12.3850 0.0040
OBS: 57856.216 r 1175980.1741 5415.5888 12.3240 0.0050
OBS: 57856.217 r 1171655.6739 4316.5390 12.3280 0.0040
OBS: 57856.218 i 689286.8607 3174.2833 12.9040 0.0050
OBS: 57856.218 i 689286.8607 3809.1400 12.9040 0.0060
OBS: 57857.229 U 607015.8063 11181.6444 13.0420 0.0200
OBS: 57857.231 U 623447.6611 8613.2477 13.0130 0.0150
OBS: 57857.233 B 696947.3964 2567.6491 12.8920 0.0040
OBS: 57857.234 B 693106.5451 3191.8736 12.8980 0.0050
OBS: 57857.235 V 1247383.5142 5744.4134 12.2600 0.0050
OBS: 57857.236 V 1201157.6179 5531.5353 12.3010 0.0050
OBS: 57857.237 g 1028016.2981 5681.0280 12.4700 0.0060
OBS: 57857.238 g 1058766.0331 5850.9573 12.4380 0.0060
OBS: 57857.239 r 1146040.5911 8444.3391 12.3520 0.0080
OBS: 57857.240 r 1137627.2858 7334.5542 12.3600 0.0070
OBS: 57857.241 i 690557.7442 10176.4350 12.9020 0.0160
OBS: 57857.242 i 686119.8753 6319.3976 12.9090 0.0100
OBS: 57858.264 U 534564.3594 7385.2796 13.1800 0.0150
OBS: 57858.266 U 556672.7982 7690.7189 13.1360 0.0150
OBS: 57858.268 B 601450.6520 2769.7826 13.0520 0.0050
OBS: 57858.269 B 605340.8748 2787.6977 13.0450 0.0050
OBS: 57858.270 V 1142878.3348 5263.1492 12.3550 0.0050
OBS: 57858.271 V 1142878.3348 5263.1492 12.3550 0.0050
OBS: 57858.272 g 927256.7426 3416.1401 12.5820 0.0040
OBS: 57858.273 g 928966.3868 3422.4386 12.5800 0.0040
OBS: 57858.274 r 1111731.7273 5119.7138 12.3850 0.0050
OBS: 57858.275 r 1115835.0523 5138.6103 12.3810 0.0050
OBS: 57858.276 i 708598.1269 3263.2150 12.8740 0.0050
OBS: 57858.277 i 696305.7796 3847.9279 12.8930 0.0060
