SNID: SN2002cx
SURVEY: NULL
FILTERS: BIRV
REDSHIFT_FINAL: 0.0240 +- 0.0010
PEAKMJD: 52414.0
	
NOBS: 227
NVAR: 7
VARLIST:  MJD  FLT FIELD   FLUXCAL	 FLUXCALERR	   MAG	   MAGERR

OBS: 52427.2  V  NULL	6367.955  0.000	17.990  0.000
OBS: 52428.2  B  NULL	2139.932  0.000	19.174  0.000
OBS: 52428.2  I  NULL	9444.957  0.000	17.562  0.000
OBS: 52428.2  R  NULL	7550.922  0.000	17.805  0.000
OBS: 52428.2  V  NULL	5128.614  0.000	18.225  0.000
OBS: 52428.3  B  NULL	2937.650  0.000	18.830  0.000
OBS: 52428.3  I  NULL	10375.284  0.000	17.460  0.000
OBS: 52428.3  R  NULL	9036.495  0.000	17.610  0.000
OBS: 52428.3  V  NULL	6025.596  0.000	18.050  0.000
OBS: 52429.2  B  NULL	1804.679  0.000	19.359  0.000
OBS: 52429.2  I  NULL	9541.134  0.000	17.551  0.000
OBS: 52429.2  R  NULL	7663.021  0.000	17.789  0.000
OBS: 52429.2  V  NULL	4843.954  0.000	18.287  0.000
OBS: 52429.2  B  NULL	3221.069  0.000	18.730  0.000
OBS: 52429.2  I  NULL	10471.285  0.000	17.450  0.000
OBS: 52429.2  R  NULL	9036.495  0.000	17.610  0.000
OBS: 52429.2  V  NULL	5445.027  0.000	18.160  0.000
OBS: 52430.2  B  NULL	1611.388  0.000	19.482  0.000
OBS: 52430.2  I  NULL	8814.547  0.000	17.637  0.000
OBS: 52430.2  R  NULL	6982.324  0.000	17.890  0.000
OBS: 52430.2  V  NULL	4337.106  0.000	18.407  0.000
OBS: 52430.2  B  NULL	2466.039  0.000	19.020  0.000
OBS: 52430.2  I  NULL	10000.000  0.000	17.500  0.000
OBS: 52430.2  R  NULL	8394.600  0.000	17.690  0.000
OBS: 52430.2  V  NULL	5248.075  0.000	18.200  0.000
OBS: 52431.3  B  NULL	1611.388  0.000	19.482  0.000
OBS: 52431.3  I  NULL	9926.588  0.000	17.508  0.000
OBS: 52431.3  R  NULL	6937.452  0.000	17.897  0.000
OBS: 52431.3  V  NULL	4066.305  0.000	18.477  0.000
OBS: 52431.3  B  NULL	2249.055  0.000	19.120  0.000
OBS: 52431.3  I  NULL	10568.175  0.000	17.440  0.000
OBS: 52431.3  R  NULL	8241.381  0.000	17.710  0.000
OBS: 52431.3  V  NULL	4920.395  0.000	18.270  0.000
OBS: 52432.2  B  NULL	2013.724  0.000	19.240  0.000
